,Series Name,Description,Frequency,Start,End
1469,FA763061603.Q,U.S.-chartered depository institutions; agency issued residential CMOs and other structured MBS; asset,Q,12-31-1946,06-30-2015
1470,FL673169105.Q,"Issuers of asset-backed securities; commercial paper, excluding U.S.-chartered commercial banks' asset-backed commercial paper; liability",Q,12-31-1945,06-30-2015
1471,FL674022005.A,Issuers of asset-backed securities; debt securities; asset,A,12-31-1945,12-31-2014
1472,FL674022005.Q,Issuers of asset-backed securities; debt securities; asset,Q,12-31-1945,06-30-2015
1473,FL674023005.A,Issuers of asset-backed securities; loans; asset,A,12-31-1945,12-31-2014
1474,FL674023005.Q,Issuers of asset-backed securities; loans; asset,Q,12-31-1945,06-30-2015
1475,FL674090005.A,Issuers of asset-backed securities; total financial assets ,A,12-31-1945,12-31-2014
1476,FL674090005.Q,Issuers of asset-backed securities; total financial assets ,Q,12-31-1945,06-30-2015
1477,FL674122005.A,Issuers of asset-backed securities; debt securities; liability,A,12-31-1945,12-31-2014
1478,FL674122005.Q,Issuers of asset-backed securities; debt securities; liability,Q,12-31-1945,06-30-2015
1479,FL675013013.A,Issuers of asset-backed securities; consumer leases,A,12-31-1945,12-31-2014
1480,FL675013013.Q,Issuers of asset-backed securities; consumer leases,Q,12-31-1945,06-30-2015
1481,FL683093005.A,Investment funds; unidentified miscellaneous assets,A,12-31-1945,12-31-2014
1482,FL683093005.Q,Investment funds; unidentified miscellaneous assets,Q,12-31-1945,06-30-2015
1483,FL683181005.A,Investment funds; equity and investment fund shares; liability (IMA),A,12-31-1945,12-31-2014
1484,FL683181005.Q,Investment funds; equity and investment fund shares; liability (IMA),Q,12-31-1945,06-30-2015
1485,FU183169305.Q,Corporate farm business; Farm Credit System loans; liability,Q,12-31-1946,06-30-2015
1486,FU205000905.A,State and local governments; net lending (+) or borrowing (-) (capital account),A,12-31-1946,12-31-2014
1487,FU205000905.Q,State and local governments; net lending (+) or borrowing (-) (capital account),Q,12-31-1946,06-30-2015
1488,FU205000995.A,State and local governments; net lending (+) or borrowing (-) (capital account) (IMA),A,12-31-1946,12-31-2014
1489,FU205000995.Q,State and local governments; net lending (+) or borrowing (-) (capital account) (IMA),Q,12-31-1946,06-30-2015
1490,FU205019001.A,State and local governments; gross fixed investment,A,12-31-1946,12-31-2014
1491,FU205019001.Q,State and local governments; gross fixed investment,Q,12-31-1946,06-30-2015
1492,FU205050005.A,State and local governments; total capital expenditures,A,12-31-1946,12-31-2014
1493,FU205050005.Q,State and local governments; total capital expenditures,Q,12-31-1946,06-30-2015
1494,FU205050905.A,"State and local governments; capital formation, net (IMA)",A,12-31-1946,12-31-2014
1495,FU205050905.Q,"State and local governments; capital formation, net (IMA)",Q,12-31-1946,06-30-2015
1496,FU205090005.A,State and local governments; gross investment,A,12-31-1946,12-31-2014
1497,FU205090005.Q,State and local governments; gross investment,Q,12-31-1946,06-30-2015
1498,FU205400003.A,"State and local governments; capital transfers received, other (includes disaster-related payments by BP to state and local governments for the 2010 Gulf oil spill) ",A,12-31-1946,12-31-2014
1499,FU205400003.Q,"State and local governments; capital transfers received, other (includes disaster-related payments by BP to state and local governments for the 2010 Gulf oil spill) ",Q,12-31-1946,06-30-2015
1500,FL553061103.A,Closed-end funds; Treasury securities; asset,A,12-31-1945,12-31-2014
1501,FL553061103.Q,Closed-end funds; Treasury securities; asset,Q,12-31-1945,06-30-2015
1502,FL553062003.A,Closed-end funds; municipal securities; asset,A,12-31-1945,12-31-2014
1503,FL553062003.Q,Closed-end funds; municipal securities; asset,Q,12-31-1945,06-30-2015
1504,FL553063003.A,Closed-end funds; corporate and foreign bonds; asset,A,12-31-1945,12-31-2014
1505,FL553063003.Q,Closed-end funds; corporate and foreign bonds; asset,Q,12-31-1945,06-30-2015
1506,FL553064103.A,Closed-end funds; corporate equities; asset,A,12-31-1945,12-31-2014
1507,FL553064103.Q,Closed-end funds; corporate equities; asset,Q,12-31-1945,06-30-2015
1508,FL554022005.A,Closed-end funds; debt securities; asset,A,12-31-1945,12-31-2014
1509,FL554022005.Q,Closed-end funds; debt securities; asset,Q,12-31-1945,06-30-2015
1510,FL554090005.A,Closed-end funds; total financial assets ,A,12-31-1945,12-31-2014
1511,FL554090005.Q,Closed-end funds; total financial assets ,Q,12-31-1945,06-30-2015
1512,FL563061103.A,Exchange-traded funds; Treasury securities; asset,A,12-31-1945,12-31-2014
1513,FL563061103.Q,Exchange-traded funds; Treasury securities; asset,Q,12-31-1945,06-30-2015
1514,FL563062003.A,Exchange-traded funds; municipal securities; asset,A,12-31-1945,12-31-2014
1515,FL563062003.Q,Exchange-traded funds; municipal securities; asset,Q,12-31-1945,06-30-2015
1516,FL563063003.A,Exchange-traded funds; corporate and foreign bonds; asset,A,12-31-1945,12-31-2014
1517,FL315000005.Q,Federal government; net lending (+) or borrowing (-) (financial account),Q,12-31-1945,06-30-2015
1518,FL315013265.A,"Federal government; nonresidential equipment, current cost basis",A,12-31-1945,12-31-2014
1519,FL315013265.Q,"Federal government; nonresidential equipment, current cost basis",Q,12-31-1945,06-30-2015
1520,FL315013765.A,"Federal government; nonresidential intellectual property products, current cost basis",A,12-31-1945,12-31-2014
1521,FL315013765.Q,"Federal government; nonresidential intellectual property products, current cost basis",Q,12-31-1945,06-30-2015
1522,FL315014665.A,Federal government; total residential and nonresidential structures,A,12-31-1945,12-31-2014
1523,FL315014665.Q,Federal government; total residential and nonresidential structures,Q,12-31-1945,06-30-2015
1524,FL317005045.A,Federal government; statistical discrepancy (IMA),A,12-31-1945,12-31-2014
1525,FL317005045.Q,Federal government; statistical discrepancy (IMA),Q,12-31-1945,06-30-2015
1526,FL318080005.A,Federal government; financial assets with revaluations (IMA),A,12-31-1945,12-31-2014
1527,FL318080005.Q,Federal government; financial assets with revaluations (IMA),Q,12-31-1945,06-30-2015
1528,FL318200005.A,Federal government; changes in net worth due to nominal holding gains/losses (IMA),A,12-31-1945,12-31-2014
1529,FL318200005.Q,Federal government; changes in net worth due to nominal holding gains/losses (IMA),Q,12-31-1945,06-30-2015
1530,FL342000075.A,Federal government retirement funds; total funded assets,A,12-31-1945,12-31-2014
1531,FL342000075.Q,Federal government retirement funds; total funded assets,Q,12-31-1945,06-30-2015
1532,FL153076005.A,Households and nonprofit organizations; insurance receivables due from property-casualty insurance companies; asset,A,12-31-1945,12-31-2014
1533,FL153076005.Q,Households and nonprofit organizations; insurance receivables due from property-casualty insurance companies; asset,Q,12-31-1945,06-30-2015
1534,FL153081005.A,Households and nonprofit organizations; equity and investment fund shares; asset (IMA),A,12-31-1945,12-31-2014
1535,FL153081005.Q,Households and nonprofit organizations; equity and investment fund shares; asset (IMA),Q,12-31-1945,06-30-2015
1536,FL153081115.A,Households and nonprofit organizations; other equity; asset (IMA) ,A,12-31-1945,12-31-2014
1537,FL153081115.Q,Households and nonprofit organizations; other equity; asset (IMA) ,Q,12-31-1945,06-30-2015
1538,FL153081205.A,Households and nonprofit organizations; mutual fund and money market fund shares; asset ,A,12-31-1945,12-31-2014
1539,FL153081205.Q,Households and nonprofit organizations; mutual fund and money market fund shares; asset ,Q,12-31-1945,06-30-2015
1540,FL153090005.A,Households and nonprofit organizations; total miscellaneous assets,A,12-31-1945,12-31-2014
1541,FL153090005.Q,Households and nonprofit organizations; total miscellaneous assets,Q,12-31-1945,06-30-2015
1542,FL153091003.A,Households and nonprofit organizations; private foreign deposits; asset,A,12-31-1945,12-31-2014
1543,FL153091003.Q,Households and nonprofit organizations; private foreign deposits; asset,Q,12-31-1945,06-30-2015
1544,FL153094305.A,Households and nonprofit organizations; equity investment in funding corporations under PPIP; asset,A,12-31-1945,12-31-2014
1545,FL153094305.Q,Households and nonprofit organizations; equity investment in funding corporations under PPIP; asset,Q,12-31-1945,06-30-2015
1546,FA763061705.A,U.S.-chartered depository institutions; agency- and GSE-backed securities; asset,A,12-31-1946,12-31-2014
1547,FA763061705.Q,U.S.-chartered depository institutions; agency- and GSE-backed securities; asset,Q,12-31-1946,06-30-2015
1548,FA763061795.A,"U.S.-chartered depository institutions; agency- and GSE-backed securities, excluding MBS and CMOs; asset",A,12-31-1946,12-31-2014
1549,FA763061795.Q,"U.S.-chartered depository institutions; agency- and GSE-backed securities, excluding MBS and CMOs; asset",Q,12-31-1946,06-30-2015
1550,FA763061803.A,U.S.-chartered depository institutions; agency issued residential mortgage pass-through securities; asset,A,12-31-1946,12-31-2014
1551,FA763061803.Q,U.S.-chartered depository institutions; agency issued residential mortgage pass-through securities; asset,Q,12-31-1946,06-30-2015
1552,FA763062000.A,U.S.-chartered depository institutions; municipal securities; asset,A,12-31-1946,12-31-2014
1553,FA763062000.Q,U.S.-chartered depository institutions; municipal securities; asset,Q,12-31-1946,06-30-2015
1554,FA763063005.A,"U.S.-chartered depository institutions, including IBFs; corporate and foreign bonds; asset",A,12-31-1946,12-31-2014
1555,FA763063005.Q,"U.S.-chartered depository institutions, including IBFs; corporate and foreign bonds; asset",Q,12-31-1946,06-30-2015
1556,FA763063095.A,"U.S.-chartered depository institutions, including IBFs; corporate and foreign bonds, excluding private MBS and CMOs; asset",A,12-31-1946,12-31-2014
1557,FA763063095.Q,"U.S.-chartered depository institutions, including IBFs; corporate and foreign bonds, excluding private MBS and CMOs; asset",Q,12-31-1946,06-30-2015
1558,FA763063605.A,U.S.-chartered depository institutions; private MBS and CMOs; asset,A,12-31-1946,12-31-2014
1559,FA513063603.A,Property-casualty insurance companies; mortgage-backed securities and other asset-backed bonds; asset,A,12-31-1946,12-31-2014
1560,FA513063603.Q,Property-casualty insurance companies; mortgage-backed securities and other asset-backed bonds; asset,Q,12-31-1946,06-30-2015
1561,FA513064105.A,Property-casualty insurance companies; corporate equities; asset,A,12-31-1946,12-31-2014
1562,FA513064105.Q,Property-casualty insurance companies; corporate equities; asset,Q,12-31-1946,06-30-2015
1563,FA513064203.A,Property-casualty insurance companies; mutual fund shares; asset,A,12-31-1946,12-31-2014
1564,FA513064203.Q,Property-casualty insurance companies; mutual fund shares; asset,Q,12-31-1946,06-30-2015
1565,FA513065503.A,Property-casualty insurance companies; commercial mortgages; asset,A,12-31-1946,12-31-2014
1566,FA513065503.Q,Property-casualty insurance companies; commercial mortgages; asset,Q,12-31-1946,06-30-2015
1567,FA513069103.A,Property-casualty insurance companies; commercial paper; asset,A,12-31-1946,12-31-2014
1568,FA513069103.Q,Property-casualty insurance companies; commercial paper; asset,Q,12-31-1946,06-30-2015
1569,FA513070003.A,Property-casualty insurance companies; trade receivables; asset,A,12-31-1946,12-31-2014
1570,FA513070003.Q,Property-casualty insurance companies; trade receivables; asset,Q,12-31-1946,06-30-2015
1571,FA513081005.A,Property-casualty insurance companies; equity and investment fund shares; asset (IMA),A,12-31-1946,12-31-2014
1572,FA513081005.Q,Property-casualty insurance companies; equity and investment fund shares; asset (IMA),Q,12-31-1946,06-30-2015
1573,FA513081105.A,Property-casualty insurance companies; equity and investment fund shares excluding mutual fund shares and money market fund shares; asset (IMA),A,12-31-1946,12-31-2014
1574,FL343061105.A,Federal government retirement funds; Treasury securities; asset,A,12-31-1945,12-31-2014
1575,FL343061105.Q,Federal government retirement funds; Treasury securities; asset,Q,12-31-1945,06-30-2015
1576,FL343061123.A,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan G Fund; asset,A,12-31-1945,12-31-2014
1577,FL343061123.Q,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan G Fund; asset,Q,12-31-1945,06-30-2015
1578,FL343061145.A,Federal government defined benefit retirement funds; nonmarketable Treasury securities; asset,A,12-31-1945,12-31-2014
1579,FL343061145.Q,Federal government defined benefit retirement funds; nonmarketable Treasury securities; asset,Q,12-31-1945,06-30-2015
1580,FL343061155.A,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan; asset,A,12-31-1945,12-31-2014
1581,FL343061155.Q,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan; asset,Q,12-31-1945,06-30-2015
1582,FL343061165.A,Federal government defined benefit retirement funds; Treasury securities; asset,A,12-31-1945,12-31-2014
1583,FL343061165.Q,Federal government defined benefit retirement funds; Treasury securities; asset,Q,12-31-1945,06-30-2015
1584,FL343061705.A,Federal government retirement funds; agency- and GSE-backed securities; asset,A,12-31-1945,12-31-2014
1585,FL343061705.Q,Federal government retirement funds; agency- and GSE-backed securities; asset,Q,12-31-1945,06-30-2015
1586,FL343061723.A,Federal government retirement funds; agency- and GSE-backed securities held by Thrift Savings Plan; asset,A,12-31-1945,12-31-2014
